sentence|sentiment|chapter|book|spells|characters|groups
 They  were both wide and musclely; Crabbe was taller, with  a pudding-bowl haircut and a very thick neck; Goyle  had short, bristly hair and long, gorilla-ish arms|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Vincent Crabbe', 'Gregory Goyle'}|{'Slytherin', 'Slytherin Quidditch', 'Inquisitorial Squad'}
  “Well, look who it is,” said Malfoy in his usual lazy  drawl, pulling open the compartment door|-0.3612|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Draco Malfoy'}|{'Slytherin', 'Slytherin Quidditch', 'Inquisitorial Squad', 'Prefect'}
 “Potty and  the Weasel|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  Crabbe and Goyle chuckled trollishly|0.296|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Vincent Crabbe', 'Gregory Goyle'}|{'Slytherin', 'Slytherin Quidditch', 'Inquisitorial Squad'}
  “I heard your father finally got his hands on some  gold this summer, Weasley,” said Malfoy|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Draco Malfoy'}|{'Slytherin', 'Slytherin Quidditch', 'Inquisitorial Squad', 'Prefect'}
 “Did your  mother die of shock?”  Ron stood up so quickly he knocked Crookshanks’s  basket to the floor|-0.5994|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Crookshanks', 'Ron Weasley'}|"{'Golden Trio', 'Pet', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 Professor Lupin gave a snort|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin'}|{'Teacher', 'Marauders', 'Order of the Phoenix'}
  “Who’s that?” said Malfoy, taking an automatic step  backward as he spotted Lupin|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin', 'Draco Malfoy'}|{'Slytherin', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Inquisitorial Squad', 'Prefect', 'Slytherin Quidditch'}
  “New teacher,” said Harry, who got to his feet, too, in  case he needed to hold Ron back|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 “What were you  saying, Malfoy?”  Malfoy’s pale eyes narrowed; he wasn’t fool enough to  pick a fight right under a teacher’s nose|-0.6705|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Draco Malfoy'}|{'Slytherin', 'Slytherin Quidditch', 'Inquisitorial Squad', 'Prefect'}
  “C’mon,” he muttered resentfully to Crabbe and  Goyle, and they disappeared|-0.5106|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Vincent Crabbe', 'Gregory Goyle'}|{'Slytherin', 'Slytherin Quidditch', 'Inquisitorial Squad'}
  Harry and Ron sat down again, Ron massaging his  knuckles|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “I’m not going to take any crap from Malfoy this year,”  he said angrily|-0.6597|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Draco Malfoy'}|{'Slytherin', 'Slytherin Quidditch', 'Inquisitorial Squad', 'Prefect'}
 “I mean it|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 If he makes one more  crack about my family, I’m going to get hold of his  head and — ”  Ron made a violent gesture in midair|-0.5994|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  “Ron,” hissed Hermione, pointing at Professor Lupin,  “be careful |0.1531|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
”  But Professor Lupin was still fast asleep|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin'}|{'Teacher', 'Marauders', 'Order of the Phoenix'}
  The rain thickened as the train sped yet farther north;  the windows were now a solid, shimmering gray,  which gradually darkened until lanterns flickered into  life all along the corridors and over the luggage racks|0.1531|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  The train rattled, the rain hammered, the wind  roared, but still, Professor Lupin slept|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin'}|{'Teacher', 'Marauders', 'Order of the Phoenix'}
  “We must be nearly there,” said Ron, leaning forward  to look past Professor Lupin at the now completely  black window|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin', 'Ron Weasley'}|"{'Golden Trio', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  The words had hardly left him when the train started  to slow down|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Great,” said Ron, getting up and walking carefully  past Professor Lupin to try and see outside|0.128|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin', 'Ron Weasley'}|"{'Golden Trio', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 “I’m  starving|-0.4215|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 I want to get to the feast|0.0772|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  “We can’t be there yet,” said Hermione, checking her  watch|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
  “So why’re we stopping?”  The train was getting slower and slower|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 As the noise  of the pistons fell away, the wind and rain sounded  louder than ever against the windows|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Harry, who was nearest the door, got up to look into  the corridor|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 All along the carriage, heads were  sticking curiously out of their compartments|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  The train came to a stop with a jolt, and distant thuds  and bangs told them that luggage had fallen out of  the racks|-0.5719|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Then, without warning, all the lamps went  out and they were plunged into total darkness|-0.0662|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “What’s going on?” said Ron’s voice from behind  Harry|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Ouch!” gasped Hermione|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 “Ron, that was my foot!”  Harry felt his way back to his seat|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “D’you think we’ve broken down?”  “Dunno |-0.4767|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  There was a squeaking sound, and Harry saw the dim  black outline of Ron, wiping a patch clean on the  window and peering out|0.4019|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “There’s something moving out there,” Ron said|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 “I  think people are coming aboard|0.0258|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  The compartment door suddenly opened and someone  fell painfully over Harry’s legs|-0.5267|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Sorry — d’you know what’s going on? — Ouch —  sorry — ”  “Hullo, Neville,” said Harry, feeling around in the dark  and pulling Neville up by his cloak|0.0516|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Neville Longbottom'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Harry? Is that you? What’s happening?”  “No idea — sit down — ”  There was a loud hissing and a yelp of pain; Neville  had tried to sit on Crookshanks|-0.5913|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Crookshanks', 'Neville Longbottom'}|"{'Golden Trio', 'Pet', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “I’m going to go and ask the driver what’s going on,”  came Hermione’s voice|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 Harry felt her pass him, heard  the door slide open again, and then a thud and two  loud squeals of pain|-0.5106|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Who’s that?”  “Who’s that?”  “Ginny?”  “Hermione?”  “What are you doing?”  “I was looking for Ron — ”  “Come in and sit down — ”  “Not here!” said Harry hurriedly|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Ron Weasley', 'Hermione Granger', 'Ginny Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 “I’m here!”  “Ouch!” said Neville|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Neville Longbottom'}|"{'Gryffindor', ""Dumbledore's Army""}"
  “Quiet!” said a hoarse voice suddenly|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Professor Lupin appeared to have woken up at last|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin'}|{'Teacher', 'Marauders', 'Order of the Phoenix'}
  Harry could hear movements in his corner|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 None of  them spoke|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  There was a soft, crackling noise, and a shivering  light filled the compartment|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Professor Lupin  appeared to be holding a handful of flames|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin'}|{'Teacher', 'Marauders', 'Order of the Phoenix'}
 They  illuminated his tired, gray face, but his eyes looked  alert and wary|0.2144|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Stay where you are,” he said in the same hoarse  voice, and he got slowly to his feet with his handful of  fire held out in front of him|-0.34|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  But the door slid slowly open before Lupin could  reach it|0.0387|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin'}|{'Teacher', 'Marauders', 'Order of the Phoenix'}
  Standing in the doorway, illuminated by the shivering  flames in Lupin’s hand, was a cloaked figure that  towered to the ceiling|0.4939|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin'}|{'Teacher', 'Marauders', 'Order of the Phoenix'}
 Its face was completely hidden  beneath its hood|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Harry’s eyes darted downward, and  what he saw made his stomach contract|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 There was a  hand protruding from the cloak and it was glistening,  grayish, slimy-looking, and scabbed, like something  dead that had decayed in water|-0.296|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  But it was visible only for a split second|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 As though  the creature beneath the cloak sensed Harry’s gaze,  the hand was suddenly withdrawn into the folds of its  black cloak|0.4939|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  And then the thing beneath the hood, whatever it  was, drew a long, slow, rattling breath, as though it  were trying to suck something more than air from its  surroundings|-0.4404|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  An intense cold swept over them all|0.0772|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Harry felt his  own breath catch in his chest|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 The cold went deeper  than his skin|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 It was inside his chest, it was inside  his very heart|0.6697|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Harry’s eyes rolled up into his head|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He couldn’t see|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  He was drowning in cold|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 There was a rushing in his  ears as though of water|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 He was being dragged  downward, the roaring growing louder |0.128|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  And then, from far away, he heard screaming,  terrible, terrified, pleading screams|-0.8979|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 He wanted to  help whoever it was, he tried to move his arms, but  couldn’t |0.2144|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 a thick white fog was swirling around him,  inside him —  “Harry! Harry! Are you all right?”  Someone was slapping his face|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “W — what?”  Harry opened his eyes; there were lanterns above  him, and the floor was shaking — the Hogwarts  Express was moving again and the lights had come  back on|-0.1779|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He seemed to have slid out of his seat onto  the floor|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Ron and Hermione were kneeling next to  him, and above them he could see Neville and  Professor Lupin watching|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Remus Lupin', 'Neville Longbottom', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Order of the Phoenix', 'Teacher', 'Marauders', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 Harry felt very sick; when  he put up his hand to push his glasses back on, he  felt cold sweat on his face|-0.101|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  Ron and Hermione heaved him back onto his seat|0.0|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  “Are you okay?” Ron asked nervously|-0.1531|40 The Dementor  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
